净值日期,单位净值,日增长率
2025-07-09,1.1888,-1.29
2025-07-10,1.1813,-0.63
2025-07-11,1.1917,0.88
2025-07-14,1.1863,-0.45
2025-07-15,1.204,1.49
2025-07-16,1.1985,-0.46
2025-07-17,1.2326,2.85
2025-07-18,1.2268,-0.47
2025-07-21,1.2238,-0.24
2025-07-22,1.218,-0.47
2025-07-23,1.2266,0.71
2025-07-24,1.2442,1.43
2025-07-25,1.2825,3.08
2025-07-28,1.3101,2.15
2025-07-29,1.3386,2.18
2025-07-30,1.3276,-0.82
2025-07-31,1.3177,-0.75
2025-08-01,1.3033,-1.09
2025-08-04,1.3161,0.98
2025-08-05,1.3279,0.9
2025-08-06,1.3491,1.6
2025-08-07,1.3485,-0.04
2025-08-08,1.3167,-2.36
2025-08-11,1.3311,1.09
2025-08-12,1.3597,2.15
2025-08-13,1.3934,2.48
2025-08-14,1.369,-1.75
2025-08-15,1.3946,1.87
2025-08-18,1.4352,2.91
2025-08-19,1.4296,-0.39
2025-08-20,1.4818,3.65
2025-08-21,1.4632,-1.26
2025-08-22,1.5523,6.09
2025-08-25,1.5973,2.9
2025-08-26,1.568,-1.83
2025-08-27,1.5805,0.8
2025-08-28,1.6926,7.09
2025-08-29,1.66,-1.93
2025-09-01,1.6901,1.81
2025-09-02,1.6119,-4.63
2025-09-03,1.602,-0.61
2025-09-04,1.4762,-7.85
2025-09-05,1.5608,5.73
2025-09-08,1.549,-0.76
2025-09-09,1.5088,-2.6
2025-09-10,1.5417,2.18
2025-09-11,1.6661,8.07
2025-09-12,1.7278,3.7
2025-09-15,1.7248,-0.17
2025-09-16,1.7485,1.37
2025-09-17,1.7831,1.98
2025-09-18,1.7969,0.77
2025-09-19,1.8128,0.88
2025-09-22,1.882,3.82
2025-09-23,1.896,0.74
2025-09-24,1.9374,2.18
2025-09-25,1.9147,-1.17
2025-09-26,1.8491,-3.43
2025-09-29,1.8949,2.48
2025-09-30,1.9674,3.83
2025-10-09,2.0098,2.16
2025-10-10,1.914,-4.77
2025-10-13,1.9358,1.14
2025-10-14,1.8306,-5.43
2025-10-15,1.8518,1.16
2025-10-16,1.8634,0.63
2025-10-17,1.7875,-4.07
2025-10-20,1.8009,0.75
2025-10-21,1.8628,3.44
2025-10-22,1.8632,0.02
2025-10-23,1.8556,-0.41
2025-10-24,1.995,7.51
2025-10-27,2.0845,4.49
2025-10-28,2.0464,-1.83
2025-10-29,2.0691,1.11
2025-10-30,2.0271,-2.03
2025-10-31,1.9566,-3.48
2025-11-03,1.9556,-0.05
2025-11-04,1.9179,-1.93
2025-11-05,1.9153,-0.14
2025-11-06,2.0012,4.48
2025-11-07,1.9906,-0.53
2025-11-10,1.9897,-0.05
2025-11-11,1.9559,-1.7
2025-11-12,1.9611,0.27
2025-11-13,2.0023,2.1
2025-11-14,1.91,-4.61
2025-11-17,1.9065,-0.18
2025-11-18,1.9029,-0.19
2025-11-19,1.8891,-0.73
2025-11-20,1.8544,-1.84
2025-11-21,1.745,-5.9
2025-11-24,1.7484,0.19
2025-11-25,1.7918,2.48
2025-11-26,1.8388,2.62
2025-11-27,1.8419,0.17
2025-11-28,1.8666,1.34
2025-12-01,1.8745,0.42
2025-12-02,1.8442,-1.62
2025-12-03,1.8286,-0.85
2025-12-04,1.8531,1.34
2025-12-05,1.8502,-0.16
2025-12-08,1.9395,4.83
2025-12-09,1.9466,0.37
2025-12-10,1.9362,-0.53
2025-12-11,1.9002,-1.86
2025-12-12,1.9201,1.05
2025-12-15,1.8548,-3.4
2025-12-16,1.8216,-1.79
2025-12-17,1.8873,3.61
2025-12-18,1.8761,-0.59
2025-12-19,1.8482,-1.49
2025-12-22,1.9092,3.3
2025-12-23,1.9274,0.95
2025-12-24,1.9603,1.71
2025-12-25,1.945,-0.78
2025-12-26,1.9521,0.37
2025-12-29,1.9605,0.43
2025-12-30,1.979,0.94
2025-12-31,1.9469,-1.62
2026-01-05,2.0616,5.89
2026-01-06,2.0825,1.01
2026-01-07,2.1285,2.21
2026-01-08,2.1254,-0.15
2026-01-09,2.1319,0.31
2026-01-12,2.1395,0.36
2026-01-13,2.0798,-2.79
2026-01-14,2.1238,2.12
2026-01-15,2.1739,2.36
2026-01-16,2.2652,4.2
2026-01-19,2.2496,-0.69
2026-01-20,2.2192,-1.35
2026-01-21,2.3044,3.84
2026-01-22,2.2715,-1.43
2026-01-23,2.2705,-0.04
2026-01-26,2.2226,-2.11
2026-01-27,2.2941,3.22
2026-01-28,2.3041,0.44
2026-01-29,2.2074,-4.2
2026-01-30,2.2288,0.97
2026-02-02,2.1159,-5.07
2026-02-03,2.1814,3.1
2026-02-04,2.1479,-1.54
2026-02-05,2.1239,-1.12
2026-02-06,2.1007,-1.09
2026-02-09,2.1972,4.59
2026-02-10,2.212,0.67
2026-02-11,2.1843,-1.25
2026-02-12,2.2378,2.45
2026-02-13,2.2531,0.68
2026-02-24,2.2643,0.5
2026-02-25,2.3284,2.83
2026-02-26,2.3693,1.76
2026-02-27,2.3706,0.05
2026-03-02,2.3299,-1.72
2026-03-03,2.1874,-6.12
2026-03-04,2.1841,-0.15
2026-03-05,2.2328,2.23
2026-03-06,2.2132,-0.88
2026-03-09,2.1601,-2.4
2026-03-10,2.2508,4.2
2026-03-11,2.2031,-2.12
2026-03-12,2.1842,-0.86
2026-03-13,2.1387,-2.08
2026-03-16,2.1783,1.85
2026-03-17,2.1021,-3.5
2026-03-18,2.1531,2.43
2026-03-19,2.0874,-3.05
2026-03-20,2.0692,-0.87
2026-03-23,1.976,-4.5
2026-03-24,2.022,2.33
2026-03-25,2.0641,2.08
2026-03-26,2.0173,-2.27
2026-03-27,2.0411,1.18
2026-03-30,2.0473,0.3
2026-03-31,1.9675,-3.9
2026-04-01,2.0435,3.86
2026-04-02,1.9831,-2.96
2026-04-03,2.0002,0.86
2026-04-07,2.0251,1.24
2026-04-08,2.1609,6.71
2026-04-09,2.1566,-0.2
2026-04-10,2.1889,1.5
2026-04-13,2.1979,0.41
2026-04-14,2.2531,2.51
2026-04-15,2.2403,-0.57
2026-04-16,2.2906,2.25
2026-04-17,2.3091,0.81
2026-04-20,2.3296,0.89
2026-04-21,2.317,-0.54
2026-04-22,2.3759,2.54
2026-04-23,2.3161,-2.52
2026-04-24,2.368,2.24
2026-04-27,2.4771,4.61
2026-04-28,2.4547,-0.9
2026-04-29,2.4466,-0.33
2026-04-30,2.5636,4.78
2026-05-06,2.6687,4.1
2026-05-07,2.7567,3.3
2026-05-08,2.678,-2.85
2026-05-11,2.8241,5.46
2026-05-12,2.8368,0.45
2026-05-13,2.916,2.79
2026-05-14,2.7896,-4.33
2026-05-15,2.8142,0.88
2026-05-18,2.8401,0.92
2026-05-19,2.913,2.57
2026-05-20,3.0509,4.73
2026-05-21,2.9123,-4.54
2026-05-22,3.0057,3.21
2026-05-25,3.1732,5.57
2026-05-26,3.1564,-0.53
2026-05-27,3.0465,-3.48
2026-05-28,3.0913,1.47
2026-05-29,2.925,-5.38
2026-06-01,2.8096,-3.95
2026-06-02,2.8771,2.4
2026-06-03,2.9641,3.02
2026-06-04,3.0183,1.83
2026-06-05,2.873,-4.81
2026-06-08,2.7549,-4.11
2026-06-09,2.8869,4.79
2026-06-10,2.8883,0.05
2026-06-11,2.9853,3.36
2026-06-12,2.9574,-0.93
2026-06-15,3.1535,6.63
2026-06-16,3.1538,0.01
2026-06-17,3.2918,4.38
2026-06-18,3.3897,2.97
2026-06-22,3.4009,0.33
2026-06-23,3.3359,-1.91
2026-06-24,3.5243,5.65
2026-06-25,3.6493,3.55
2026-06-26,3.5886,-1.66
2026-06-29,3.7243,3.78
2026-06-30,3.8713,3.95
2026-07-01,3.7705,-2.6
2026-07-02,3.4485,-8.54
2026-07-03,3.4051,-1.26
2026-07-06,3.4271,0.65
2026-07-07,3.418,-0.27
